Review_en,text_clean,food_rating,service_rating,atmosphere_rating,sentiment
"After picking up kids from school, just want to have a relaxing lunch with my kids at Sushi mentai, but so disappointed it's super annoying environment when dining in. The staff clearing table with throwing all the plates and cutlery into the tub, makes the whole place full of noise, the sounds like breaking plates and staff pulling the chairs also very hard. I'm sitting next to the table he clears, it's so desperate and he does it like no body business. We as customers dine in, and as staff you want clearing should do it lightly, then only we felt calm. Even I want to answer a call also need to walk out of the restaurant. Really incredible, hope management of Sushi mentai will make changes about this part . Recommended dishesVariety of Sushi","after pick up kids from school , just want to have a relaxing lunch with my kids at sushi mentai, but so disappointed it's super annoying environment when dine in. the staff clearing table with throwing all plates and cutlery into the tub , makes the whole place full of the noise, the sounds like breaking plates and staff pull the chairs also very hard. i'm sitting next to the table he clearing, it's so desperate and he do it like no body business. we as customer dine in , and as staff you want clearing should do it lightly, then only we felt calm. even i want to answer a call also need to walk out from the restaurant. really unbelievable, hope management of sushi mentai will make changes about this part .",2.0,1.0,1.0,negative
"Cold food, hard rice, no extra services but with 10% service tax, crowded in a narrow dining area","cold food, hard rice, no any extra services but with 10% service tax, crowded n narrow dining place",1.0,1.0,2.0,negative
The food was really great. I had a wonderful vibe and enjoyed my time at the restaurant.,the food was really great. i had a wonderful vibe and enjoyed my time at the restaurant. slowly starting to love sushi and curry udon.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,3.0,3.0,3.0,neutral
"My fried katsu was served cold, I was expecting it to be fried hot and fresh.","my fried katsu was served cold, i was expecting it to be fried hot and fresh.",2.0,4.0,3.0,negative
This is not the first time food is missing!!!!Always shortage when we order take away!!!!,this is not the first time food missing!!!!always shortage when we order take away!!!!,3.0,1.0,1.0,negative
"Always my favorite for kids and family Recommended dishesVariety of sushi, Grilled Saury Pacific, Tempura",always my favourite for kids and family,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
Halal and good. Wish they had coca cola 😊 Recommended dishesVariety of sushi,halal and good. wish they have coca cola smiling face with smiling eyes,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"The staff preferred to stand and chat and not come to the service, the taste of the sushi soup is not known whether to put for a long time on that rotation, the fried dough is soft, other food is not expected.",工作人员宁愿站着一起聊天都不会来服务，味道寿司 sushi 有的不知道是不是放很久在那个旋转上，炸虾都软了，其它食物不要有期望。。。工作人员服务严重有待加强。food:,,,,negative
This is not the case.,this is not the case.,5.0,3.0,5.0,positive
Very very bad serviceLong waiting to take even order advanceAll staff just stand and like stupid not even follow up for the order,very very bad servicelong waiting for take away even order advanceall staff just stand and like stupid not even follow up for the order,,1.0,,negative
I've been waiting a long time for food:,等坐位超久food:,,,,negative
"From the opening of the door to the present, only the worst things are difficult to eat, the waiters dream, a water to wait for 30 hours should be the beginning of the tea bubble.",从开门吃到现在只有更差没有最差东西难吃，服务员梦游，一个水要等30小时应该是冲炒茶开始的咯。food:,,,,negative
It's delicious and delicious. The price is also very good.,超好吃又有口感一流。价位也超理想 japanese bargain button hundred points japanese no vacancy button smiling face with hearts order type:,,,,positive
This is not the case.,this is not the case.,4.0,4.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,4.0,2.0,2.0,negative
There's always a queue at Sushi Mentai. But you don't have to wait long though. The staff are fast and efficient. The food is nice and fresh as always. The price is cheap too. It's worth every penny. They've recently been renovated but I miss the yellow light before. More cozy.,there is always a queue at sushi mentai. but you don't have to wait long though. they staff are fast and efficient. food is nice and fresh as always. price is cheap too. worth every penny. they have recently renovated but i miss the yellow light previously. more cozy.,4.0,4.0,4.0,positive
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
This is not the case.,this is not the case.,3.0,,,neutral
"Service fast and accurate Japanese food varieties (according to prices) and reasonableEnvironment clean and tidyPrice reasonableRecommended dishesVariety of sushi, Spider TempuraParking spaceMany parking optionsFree parking lot,Free street parkingParkingAround the shop there is plenty of free parking",service fast and accuratejapanese food varieties (according to the prices) and reasonableenvironment clean and tidyprice reasonable,4.0,4.0,4.0,positive
It's not clean.,差东西不干净,,,,negative
"Food is super cheap compared to other sushi places but the employees look so sad. Please give them more pay and take care of your employees more. They work very hard but I don't see them being happy. Quite clean place but very loud and noisy. The place is quite small and cramped too. Not the best place to eat if you want to have a peaceful meal. Recommended dishesVariety of sushi, Salmon Mentaiyaki Parking spaceDifficult to find parking optionsFree of charge parking lot",food is super cheap compared to other sushi places but the employees look so sad. please do give them more pay and look after your employees more. they work very hard but i don’t see them being happy.quite clean place but very loud and noisy. the place is quite small and cramped also. not the best place to eat if you want to have a peaceful meal.,5.0,4.0,2.0,negative
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
No salmon.. 😢,no salmon.. crying face,3.0,4.0,4.0,negative
"I've been to a sushi shop without any fish twice, and it's lunchtime, and I'm disappointed Order type:",连去了两次没有都生鱼片，而且是午饭时间，去寿司店没有生鱼片，失望order type:,,,,negative
